,qid,title,category,sub_category,cve_id,cvss,publish_date
2182,750866,SUSE Enterprise Linux Security Update for curl (SUSE-SU-2021:2425-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-22923,CVE-2021-22922,CVE-2021-22924,CVE-2021-22925",6.5,7/22/2021
2183,750875,OpenSUSE Security Update for curl (openSUSE-SU-2021:2439-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-22924,CVE-2021-22925,CVE-2021-22922,CVE-2021-22923",6.5,7/26/2021
2184,750888,SUSE Enterprise Linux Security Update for curl (SUSE-SU-2021:2462-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-22923,CVE-2021-22925,CVE-2021-22922,CVE-2021-22924",6.5,7/28/2021
2185,750891,OpenSUSE Security Update for curl (openSUSE-SU-2021:1088-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-22924,CVE-2021-22922,CVE-2021-22923,CVE-2021-22925",6.5,7/27/2021
2186,281737,Fedora Security Update for curl (FEDORA-2021-83fdddca0f),Fedora,"Unix Authenticated Discovery, Patch Available","CVE-2021-22922,CVE-2021-22924,CVE-2021-22925,CVE-2021-22898,CVE-2021-22923",6.5,7/26/2021
2187,670475,EulerOS Security Update for velocity (EulerOS-SA-2021-2233),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-13936,8.8,8/16/2021
2188,670476,EulerOS Security Update for xorg-x11-server (EulerOS-SA-2021-2234),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3472,7.8,8/16/2021
2189,750958,OpenSUSE Security Update for python-reportlab (openSUSE-SU-2021:1147-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-28463,6.5,8/16/2021
2190,750959,OpenSUSE Security Update for SUSE Manager Client Tools (openSUSE-SU-2021:2675-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-28147,CVE-2021-27962,CVE-2021-28148,CVE-2021-29622,CVE-2021-28146",7.5,8/16/2021
2191,750960,OpenSUSE Security Update for grafana (openSUSE-SU-2021:2662-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-28147,CVE-2021-27962,CVE-2021-28148,CVE-2021-27358,CVE-2021-28146",7.5,8/16/2021
2192,750961,OpenSUSE Security Update for golang-github-prometheus-prometheus (openSUSE-SU-2021:2664-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-29622,6.1,8/16/2021
2193,375754,Mozilla Firefox ESR Multiple Vulnerabilities (MFSA2021-34),Local,"Authenticated Discovery, Patch Available","CVE-2021-29986,CVE-2021-29988,CVE-2021-29984,CVE-2021-29980,CVE-2021-29985,CVE-2021-29989",8.8,8/16/2021
2194,375762,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-35),Local,"Authenticated Discovery, Patch Available","CVE-2021-29986,CVE-2021-29988,CVE-2021-29984,CVE-2021-29980,CVE-2021-29985,CVE-2021-29989",8.8,8/16/2021
2195,375792,"Parallels Desktop Privilege Escalation Multiple Vulnerabilities(ZDI-CAN-13544,ZDI-CAN-13581,ZDI-CAN-13592,ZDI-CAN-13601)",Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-34857,CVE-2021-34854,CVE-2021-34855,CVE-2021-34856",7.8,8/16/2021
2196,670454,EulerOS Security Update for binutils (EulerOS-SA-2021-2212),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3487,6.5,8/16/2021
2197,670455,EulerOS Security Update for cairo (EulerOS-SA-2021-2213),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-35492,7.8,8/16/2021
2198,670456,EulerOS Security Update for compat-libtiff3 (EulerOS-SA-2021-2214),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-35523,7.8,8/16/2021
2199,670457,EulerOS Security Update for glib2 (EulerOS-SA-2021-2215),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-28153,5.3,8/16/2021
2200,670458,EulerOS Security Update for glibc (EulerOS-SA-2021-2216),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2016-10228,5.9,8/16/2021
2201,670459,EulerOS Security Update for golang (EulerOS-SA-2021-2217),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-27918,7.5,8/16/2021
2202,670460,EulerOS Security Update for grub2 (EulerOS-SA-2021-2218),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-27779,CVE-2020-14372",7.5,8/16/2021
2203,670461,EulerOS Security Update for gstreamer1-plugins-good (EulerOS-SA-2021-2219),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3497,7.8,8/16/2021
2204,670463,EulerOS Security Update for kernel (EulerOS-SA-2021-2221),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-30002,CVE-2020-27815,CVE-2020-35519,CVE-2021-20292,CVE-2021-28972,CVE-2021-28964,CVE-2021-29265,CVE-2021-3428,CVE-2021-29154,CVE-2021-20265,CVE-2020-27067,CVE-2021-3483,CVE-2020-25672",7.8,8/16/2021
2205,670464,EulerOS Security Update for libtiff (EulerOS-SA-2021-2223),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-35523,7.8,8/16/2021
2206,670465,EulerOS Security Update for mutt (EulerOS-SA-2021-2224),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3181,6.5,8/16/2021
2207,670466,EulerOS Security Update for perl-DBI (EulerOS-SA-2021-2226),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-14392,5.5,8/16/2021
2208,670467,EulerOS Security Update for python-pillow (EulerOS-SA-2021-2227),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-25290,7.5,8/16/2021
2209,670468,EulerOS Security Update for samba (EulerOS-SA-2021-2229),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-20277,CVE-2020-27840",7.5,8/16/2021
2210,670469,EulerOS Security Update for libldb (EulerOS-SA-2021-2222),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-20277,CVE-2020-27840",7.5,8/16/2021
2211,670470,EulerOS Security Update for openssl1.1.1d (EulerOS-SA-2021-2225),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-3449,5.9,8/16/2021
2212,670471,EulerOS Security Update for python-pygments (EulerOS-SA-2021-2228),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-27291,7.5,8/16/2021
2213,670472,EulerOS Security Update for spamassassin (EulerOS-SA-2021-2230),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-1946,9.8,8/16/2021
2214,670473,EulerOS Security Update for squid (EulerOS-SA-2021-2231),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-25097,8.6,8/16/2021
2215,670474,EulerOS Security Update for tar (EulerOS-SA-2021-2232),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20193,5.5,8/16/2021
2216,239536,Red Hat Update for ruby:2.7 (RHSA-2021:3020),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-36327,CVE-2021-31799,CVE-2021-31810,CVE-2021-32066",8.8,8/16/2021
2217,239537,Red Hat Update for OpenShift Container Platform 4.8.4 (RHSA-2021:2984),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-31525,CVE-2021-33195,CVE-2021-33196,CVE-2021-33197,CVE-2021-33198,CVE-2021-34558",7.5,8/16/2021
2218,239538,Red Hat Update for rust-toolset:rhel8 (RHSA-2021:3063),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-36323,CVE-2021-28875,CVE-2021-28876,CVE-2021-28877,CVE-2021-28878,CVE-2021-28879,CVE-2021-31162",9.8,8/16/2021
2219,239540,Red Hat Update for glib2 (RHSA-2021:3058),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-27218,7.5,8/16/2021
2220,239541,Red Hat Update for kernel (RHSA-2021:3057),RedHat,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-3609,CVE-2021-22543,CVE-2021-22555",7.8,8/16/2021
2221,239542,Red Hat Update for kpatch-patch (RHSA-2021:3044),RedHat,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-3609,CVE-2021-22543,CVE-2021-22555",7.8,8/16/2021
2222,239543,Red Hat Update for kernel-rt (RHSA-2021:3088),RedHat,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-3609,CVE-2021-22543,CVE-2021-22555",7.8,8/16/2021
2225,239546,Red Hat Update for libuv (RHSA-2021:3075),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-22918,5.3,8/16/2021
2226,239547,Red Hat Update for nodejs:14 (RHSA-2021:3074),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-22918,CVE-2021-23362,CVE-2021-27290",7.5,8/16/2021
2227,239548,Red Hat Update for nodejs:12 (RHSA-2021:3073),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-22918,CVE-2021-23362,CVE-2021-27290",7.5,8/16/2021
2228,239549,Red Hat Update for go-toolset:rhel8 (RHSA-2021:3076),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-27918,CVE-2021-31525,CVE-2021-33196,CVE-2021-34558",7.5,8/16/2021
2229,375734,HP LaserJet Products and Samsung Product Print Drivers Buffer Overflow Vulnerability (HPSBPI03724 rev. 3),Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-3438,7.8,8/16/2021
2230,375752,F5 BIG-IP Application Security Manager(ASM) Buffer Overflow Vulnerability (K52510511),Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-22992,9.8,8/16/2021
2231,198455,Ubuntu Security Notification for c-ares vulnerability (USN-5034-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2021-3672,4.2,8/16/2021
2232,198456,Ubuntu Security Notification for GPSd vulnerability (USN-5035-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",,4.2,8/16/2021
2233,198457,Ubuntu Security Notification for Firefox vulnerabilities (USN-5037-1),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2021-29982,CVE-2021-29985,CVE-2021-29984,CVE-2021-29988,CVE-2021-29990,CVE-2021-29980,CVE-2021-29987,CVE-2021-29989,CVE-2021-29986,CVE-2021-29981",8.8,8/16/2021
2234,239533,Red Hat Update for microcode_ctl (RHSA-2021:3029),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-0543,CVE-2020-0548,CVE-2020-0549,CVE-2020-8695,CVE-2020-8696,CVE-2020-8698,CVE-2020-24489,CVE-2020-24511,CVE-2020-24512",8.8,8/16/2021
2235,239534,Red Hat Update for microcode_ctl (RHSA-2021:3028),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-0543,CVE-2020-0548,CVE-2020-0549,CVE-2020-8695,CVE-2020-8696,CVE-2020-8698,CVE-2020-24489,CVE-2020-24511,CVE-2020-24512",8.8,8/16/2021
2236,239535,Red Hat Update for microcode_ctl (RHSA-2021:3027),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-0543,CVE-2020-0548,CVE-2020-0549,CVE-2020-8695,CVE-2020-8696,CVE-2020-8698,CVE-2020-24489,CVE-2020-24511,CVE-2020-24512",8.8,8/16/2021
2238,91743,Microsoft ASP.NET Core Security Update February 2021,Windows,"Authenticated Discovery, Patch Available","CVE-2021-1721,CVE-2021-24112",9.8,2/10/2021
2239,91746,Microsoft Visual Studio Security Update for March 2021,Windows,"Authenticated Discovery, Patch Available","CVE-2021-21300,CVE-2021-26701",9.8,3/10/2021
2241,105960,EOL/Obsolete Operating System: Microsoft Windows 10 Version 1809 Detected,Security Policy,Windows Authenticated Discovery,,9.8,2/10/2021
2242,375652,Adobe Photoshop Multiple Security Vulnerabilities(APSB21-17),Local,"Authenticated Discovery, Patch Available","CVE-2021-21082,CVE-2021-21067",7.8,6/24/2021
2243,150355,Oracle WebLogic Server Multiple Vulnerabilities (APR-JUL 2021),Web Application,"Remote Discovery, Patch Available","CVE-2021-2135,CVE-2021-2136,CVE-2021-2142,CVE-2021-2204,CVE-2021-2211,CVE-2021-2214,CVE-2021-2397,CVE-2021-2376,CVE-2021-2378,CVE-2021-2382,CVE-2021-2403,CVE-2021-2394,CVE-2021-2294",9.8,8/16/2021
2244,150367,Apache Tomcat HTTP Request Smuggling Vulnerability (CVE-2021-33037),Web Application,"Remote Discovery, Patch Available",CVE-2021-33037,5.3,8/16/2021
2245,750717,OpenSUSE Security Update for libnettle (openSUSE-SU-2021:0906-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3580,7.5,6/28/2021
2246,750784,OpenSUSE Security Update for libnettle (openSUSE-SU-2021:2143-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3580,7.5,7/14/2021
2247,610358,Google Android July 2021 Security Patch Missing for Huawei EMUI,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0599,CVE-2020-0417,CVE-2021-0586,CVE-2021-0587,CVE-2021-0588,CVE-2021-0589,CVE-2021-0590,CVE-2021-0594,CVE-2021-0596,CVE-2021-0597,CVE-2021-0486,CVE-2021-0600,CVE-2021-0601,CVE-2021-0604,CVE-2021-0603,CVE-2021-1931,CVE-2021-1955,CVE-2020-26555,CVE-2020-26558,CVE-2021-0478,CVE-2021-0512,CVE-2020-11267,CVE-2020-14305,CVE-2020-27170,CVE-2020-27171,CVE-2021-0534,CVE-2021-0535,CVE-2021-0537,CVE-2021-0538,CVE-2021-0539,CVE-2021-0541,CVE-2021-0542,CVE-2021-0544,CVE-2021-0545,CVE-2021-0546,CVE-2021-0547,CVE-2021-0548,CVE-2021-0549,CVE-2021-0553,CVE-2021-0555,CVE-2021-0556,CVE-2021-0557,CVE-2021-0558,CVE-2021-0559,CVE-2021-0561,CVE-2021-0562,CVE-2021-0564,CVE-2021-0567,CVE-2021-0569,CVE-2021-0570,CVE-2021-0572,CVE-2021-0606,CVE-2021-0605",8.8,8/13/2021
2248,610357,Google Android Devices August 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-1920,CVE-2021-0593,CVE-2021-0591,CVE-2021-0639,CVE-2021-0579,CVE-2021-1947,CVE-2020-14381,CVE-2021-28375,CVE-2021-0574,CVE-2021-0576,CVE-2021-0573,CVE-2021-0519,CVE-2021-0578,CVE-2021-3347,CVE-2021-1904,CVE-2021-1919,CVE-2021-0581,CVE-2021-0580,CVE-2021-0582,CVE-2021-0584,CVE-2021-1939,CVE-2021-1916,CVE-2021-0646,CVE-2021-1972,CVE-2021-0645,CVE-2021-0642,CVE-2021-1976,CVE-2021-0640,CVE-2021-0641,CVE-2021-1978,CVE-2021-1914,CVE-2021-30260,CVE-2021-30261",9.8,8/13/2021
2249,610359,Google Android August 2021 Security Patch Missing for LGE,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0592,CVE-2021-1965,CVE-2020-0368,CVE-2021-0514,CVE-2021-0515,CVE-2021-1907,CVE-2021-1931,CVE-2021-1940,CVE-2021-1943,CVE-2021-1945,CVE-2021-1954,CVE-2021-1955,CVE-2021-1964,CVE-2021-1970,CVE-2021-1938,CVE-2021-1953,CVE-2021-0640,CVE-2021-0645,CVE-2021-0646,CVE-2021-0519,CVE-2021-0591,CVE-2021-0593,CVE-2021-0584,CVE-2021-0641,CVE-2021-0642",9.8,8/13/2021
2250,610360,Google Android August 2021 Security Patch Missing for Samsung,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0592,CVE-2021-1965,CVE-2021-1931,CVE-2021-1940,CVE-2021-1953,CVE-2021-1943,CVE-2021-1964,CVE-2021-1907,CVE-2021-1955,CVE-2021-1945,CVE-2021-1970,CVE-2021-1954,CVE-2020-0368,CVE-2021-0514,CVE-2021-0515,CVE-2021-0603,CVE-2021-0640,CVE-2021-0645,CVE-2021-0646,CVE-2021-0519,CVE-2021-0591,CVE-2021-0593,CVE-2021-0584,CVE-2021-0641,CVE-2021-0642,CVE-2021-0555,CVE-2020-1971,CVE-2021-0567,CVE-2021-0570,CVE-2021-0572,CVE-2021-0557,CVE-2021-0558,CVE-2021-0559,CVE-2021-0561",9.8,8/13/2021
2251,610361,Google Pixel Android August 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-1929,CVE-2021-0462,CVE-2021-1930",7.1,8/13/2021
2252,375749,"F5 BIG-IP ASM,LTM,APM BIG-IP Traffic Management Microkernel (TMM) Buffer Overflow Vulnerability (K56715231)",Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-22991,9.8,8/12/2021
2253,87459,SAP NetWeaver AS Java Remote Code Execution Vulnerability,Web server,"Remote Discovery, Patch Available",CVE-2020-26820,7.2,8/12/2021
2254,375766,Fetchmail Denial of Service Vulnerability (fetchmail-SA-2021-01),Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-36386,CVE-2008-2711",7.5,8/12/2021
2255,375780,IBM WebSphere Application Server Privilege Escalation Vulnerability (6476678),Local,"Authenticated Discovery, Patch Available",CVE-2021-29736,8.8,8/12/2021
2256,375990,Zimbra XML External Entity Injection (XXE) Vulnerability,Local,"Unix Authenticated Discovery, Patch Available, Exploit Available",CVE-2019-9670,9.8,8/12/2021
2257,730147,LifeRay Multiple SQL Injection Vulnerabilities,CGI,"Remote Discovery, Patch Available",CVE-2021-29053,8.8,8/12/2021
2258,159328,Oracle Enterprise Linux Security Update for microcode_ctl (ELSA-2021-3028),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2020-0543,CVE-2020-0548,CVE-2020-0549,CVE-2020-8695,CVE-2020-8696,CVE-2020-8698,CVE-2020-24489,CVE-2020-24511,CVE-2020-24512",8.8,8/12/2021
2259,159329,Oracle Enterprise Linux Security Update for kernel (ELSA-2021-3057),OEL,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-22555,CVE-2021-3609,CVE-2021-22543",7.8,8/12/2021
2260,159330,Oracle Enterprise Linux Security Update for glib2 (ELSA-2021-3058),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-27218,7.5,8/12/2021
2261,159331,Oracle Enterprise Linux Security Update for libuv (ELSA-2021-3075),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-22918,5.3,8/12/2021
2262,159332,Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9395),OEL,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-32399,CVE-2021-33909,CVE-2020-14304,CVE-2021-22555",7.8,8/12/2021
2263,159337,Oracle Enterprise Linux Security Update for bootstrap (ELSA-2021-9400),OEL,"Unix Authenticated Discovery, Patch Available, Exploit Available",CVE-2020-11023,6.1,8/12/2021
2264,159338,Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9404),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-33909,CVE-2020-14304,CVE-2020-24586,CVE-2021-23134,CVE-2021-3564,CVE-2020-26141,CVE-2020-24587,CVE-2020-24588,CVE-2020-26145,CVE-2020-26147",7.8,8/12/2021
2265,159339,Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel-container (ELSA-2021-9406),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-33909,CVE-2020-14304,CVE-2020-24586,CVE-2020-26141,CVE-2021-23134,CVE-2020-24587,CVE-2020-24588,CVE-2020-26145,CVE-2020-26147,CVE-2021-3564",7.8,8/12/2021
2266,159340,Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9407),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2020-25671,CVE-2020-25670,CVE-2020-25672,CVE-2021-33909,CVE-2020-14304",7.8,8/12/2021
2267,159341,Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel-container (ELSA-2021-9410),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2020-25671,CVE-2020-25670,CVE-2020-25672,CVE-2021-33909,CVE-2020-14304",7.8,8/12/2021
2268,375645,Cisco Packet Tracer for Windows DLL Injection Vulnerability(cisco-sa-packettracer-dll-inj-Qv8Mk5Jx),Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-1593,7.3,8/12/2021
2269,159312,Oracle Enterprise Linux Security Update for java-1.8.0-openjdk (ELSA-2021-2845),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-2341,CVE-2021-2369,CVE-2021-2388",7.5,8/12/2021
2270,159319,Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel-container (ELSA-2021-9372),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-33909,7.8,8/12/2021
2271,159322,Oracle Enterprise Linux Security Update for kernel (ELSA-2021-9374),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-33909,7.8,8/12/2021
2272,159323,Oracle Enterprise Linux Security Update for thunderbird (ELSA-2021-2883),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-29970,CVE-2021-29976,CVE-2021-30547,CVE-2021-29969",8.8,8/12/2021
2273,159324,Oracle Enterprise Linux Security Update for lasso (ELSA-2021-2989),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-28091,7.5,8/12/2021
2274,159325,Oracle Enterprise Linux Security Update for varnish:6 (ELSA-2021-2988),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-36740,6.5,8/12/2021
2275,159327,Oracle Enterprise Linux Security Update for microcode_ctl (ELSA-2021-3027),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2020-0543,CVE-2020-0548,CVE-2020-0549,CVE-2020-8695,CVE-2020-8696,CVE-2020-8698,CVE-2020-24489,CVE-2020-24511,CVE-2020-24512",8.8,8/12/2021
2276,159311,Oracle Enterprise Linux Security Update for java-11-openjdk (ELSA-2021-2784),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-2341,CVE-2021-2369,CVE-2021-2388",7.5,8/12/2021
2279,91805,Microsoft Windows 10 Update Assistant Elevation of Privilege Vulnerability August 2021,Windows,"Windows Authenticated Discovery, Patch Available",CVE-2021-36945,7.8,8/11/2021
2281,374816,"MongoDB Multiple Security Vulnerabilities(SERVER-43699,SERVER-49142,SERVER-49404,SERVER-50170)",Local,"Authenticated Discovery, Patch Available","CVE-2019-2392,CVE-2020-7925,CVE-2020-7926,CVE-2020-7928",7.5,6/10/2021
2282,352505,Amazon Linux Security Advisory for golang: ALAS2-2021-1694,Amazon Linux,"Unix Authenticated Discovery, Patch Available","CVE-2021-34558,CVE-2021-33196",7.5,8/11/2021
2283,750736,OpenSUSE Security Update for go1.15 (openSUSE-SU-2021:2214-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-33198,CVE-2021-33197,CVE-2021-33195,CVE-2021-33196",7.5,7/5/2021
2284,750739,OpenSUSE Security Update for go1.15 (openSUSE-SU-2021:0950-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-33198,CVE-2021-33195,CVE-2021-33196,CVE-2021-33197",7.5,7/5/2021
2285,750743,SUSE Enterprise Linux Security Update for go1.15 (SUSE-SU-2021:2214-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-33197,CVE-2021-33195,CVE-2021-33198,CVE-2021-33196",7.5,7/5/2021
2286,750749,OpenSUSE Security Update for go1.16 (openSUSE-SU-2021:2186-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-33195,CVE-2021-33196,CVE-2021-33197,CVE-2021-33198",7.5,7/8/2021
2287,154099,Drupal Core Security Update(SA-CORE-2021-001),Web Application,"Remote Discovery, Patch Available",CVE-2020-36193,7.5,8/11/2021
2288,91808,Microsoft Cumulative Security Update for Internet Explorer (KB5005036),Windows,"Windows Authenticated Discovery, Patch Available",CVE-2021-34480,8.8,8/11/2021
2289,750947,SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2021:2644-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-0429,CVE-2021-37576,CVE-2021-3659,CVE-2021-22543,CVE-2020-36386",7.8,8/11/2021
2290,750948,OpenSUSE Security Update for transfig (openSUSE-SU-2021:1143-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-14275,CVE-2019-19555,CVE-2021-3561,CVE-2019-19797,CVE-2019-19746",7.1,8/11/2021
2291,750949,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2021:1142-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-37576,CVE-2021-3679,CVE-2021-21781,CVE-2021-3659,CVE-2021-22543",7.8,8/11/2021
2292,750950,"OpenSUSE Security Update for python-CairoSVG, python-Pillow (openSUSE-SU-2021:1134-1)",SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-35653,CVE-2021-25290,CVE-2021-25293,CVE-2020-35654,CVE-2021-27921,CVE-2021-27923,CVE-2021-34552,CVE-2021-25292,CVE-2021-25291,CVE-2020-35655,CVE-2021-27922,CVE-2021-25289,CVE-2020-15999",9.8,8/11/2021
2293,750951,OpenSUSE Security Update for chromium (openSUSE-SU-2021:1131-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-30596,CVE-2021-30578,CVE-2021-30572,CVE-2021-30582,CVE-2021-30591,CVE-2021-30584,CVE-2021-30568,CVE-2021-30565,CVE-2021-30588,CVE-2021-30571,CVE-2021-30592,CVE-2021-30574,CVE-2021-30577,CVE-2021-30573,CVE-2021-30575,CVE-2021-30597,CVE-2021-30576,CVE-2021-30593,CVE-2021-30594,CVE-2021-30569,CVE-2021-30566,CVE-2021-30590,CVE-2021-30579,CVE-2021-30589,CVE-2021-30581,CVE-2021-30585,CVE-2021-30567",9.6,8/11/2021
2294,750952,OpenSUSE Security Update for php7 (openSUSE-SU-2021:1130-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-21705,CVE-2021-21704",4.2,8/11/2021
2295,750953,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2021:2645-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-37576,CVE-2021-3609,CVE-2021-35039,CVE-2021-21781,CVE-2021-3659,CVE-2021-22543,CVE-2021-3612",7.8,8/11/2021
2296,750954,OpenSUSE Security Update for aria2 (openSUSE-SU-2021:1125-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-3500,7.8,8/11/2021
2297,750955,OpenSUSE Security Update for libvirt (openSUSE-SU-2021:1119-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3631,4.2,8/11/2021
2298,750956,OpenSUSE Security Update for mysql-connector-java (openSUSE-SU-2021:1126-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-2934,CVE-2020-2933,CVE-2020-2875",5,8/11/2021
2299,750957,OpenSUSE Security Update for wireshark (openSUSE-SU-2021:1118-1),SUSE,"Unix Authenticated Discovery, Patch Available",,4.2,8/11/2021
2300,900286,CBL-Mariner Linux Security Update for kernel 5.10.52.1,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2021-37576,7.8,8/11/2021
2301,750918,SUSE Enterprise Linux Security Update for djvulibre (SUSE-SU-2021:2621-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3630,5.5,8/11/2021
2302,750919,SUSE Enterprise Linux Security Update for mariadb (SUSE-SU-2021:2617-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-2180,CVE-2021-27928,CVE-2021-2166,CVE-2021-2154",7.2,8/11/2021
2303,750920,SUSE Enterprise Linux Security Update for libsndfile (SUSE-SU-2021:2615-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2018-19758,CVE-2018-19432,CVE-2018-13139,CVE-2021-3246",8.8,8/11/2021
